   0.00000000       3.38094570E-02  -1.63755560    
  0.392699093       3.71087678E-02  -1.63097906    
  0.785398185       4.65546213E-02  -1.61734128    
   1.17809725       6.06045984E-02  -1.60491002    
   1.57079637       7.70975053E-02  -1.59608805    
   1.96349537       9.35585052E-02  -1.59039330    
   2.35619450      0.107438974      -1.58693969    
   2.74889350      0.116680183      -1.58508873    
   3.14159274      0.119928129      -1.58450961    
   3.53429198      0.116695285      -1.58509052    
   3.92699075      0.107437730      -1.58693981    
   4.31968975       9.35586169E-02  -1.59039330    
   4.71238899       7.70975724E-02  -1.59608817    
   5.10508823       6.06049001E-02  -1.60490978    
   5.49778700       4.65543196E-02  -1.61734164    
   5.89048672       3.71253937E-02  -1.63096225    
