   0.00000000       8.65671784E-02   2.15669680    
  0.392699093       7.42000043E-02   2.23354793    
  0.785398185       4.44339179E-02   2.65895844    
   1.17809725       4.48782109E-02  -2.30170536    
   1.57079637       9.50949192E-02  -1.77091384    
   1.96349537      0.149026752      -1.62372828    
   2.35619450      0.192813590      -1.56338871    
   2.74889350      0.220758662      -1.53619647    
   3.14159274      0.230308697      -1.52816999    
   3.53429198      0.220758662      -1.53619647    
   3.92699075      0.192813694      -1.56338871    
   4.31968975      0.149027243      -1.62372816    
   4.71238899       9.50948671E-02  -1.77091408    
   5.10508823       4.48782332E-02  -2.30170560    
   5.49778700       4.44338657E-02   2.65895987    
   5.89048672       7.41986483E-02   2.23355842    
