   0.00000000       6.11189082E-02   2.07206011    
  0.392699093       5.06559201E-02   2.15958858    
  0.785398185       2.65417248E-02   2.75750065    
   1.17809725       4.16030437E-02  -2.05425262    
   1.57079637       9.08870250E-02  -1.71576869    
   1.96349537      0.140987709      -1.61995733    
   2.35619450      0.182258070      -1.57999575    
   2.74889350      0.209092692      -1.56204379    
   3.14159274      0.218364298      -1.55678022    
   3.53429198      0.209092110      -1.56204379    
   3.92699075      0.182258442      -1.57999551    
   4.31968975      0.140987560      -1.61995757    
   4.71238899       9.08869877E-02  -1.71576869    
   5.10508823       4.16030735E-02  -2.05425382    
   5.49778700       2.65417453E-02   2.75750136    
   5.89048672       5.06560877E-02   2.15958476    
