   0.00000000       4.71707471E-02  -1.57987368    
  0.392699093       4.83389422E-02  -1.57963276    
  0.785398185       5.17864674E-02  -1.57899296    
   1.17809725       5.68751618E-02  -1.57818305    
   1.57079637       6.29042685E-02  -1.57739699    
   1.96349537       6.88991845E-02  -1.57674944    
   2.35619450       7.40120932E-02  -1.57628262    
   2.74889350       7.74058551E-02  -1.57600367    
   3.14159274       7.85714313E-02  -1.57591546    
   3.53429198       7.74061903E-02  -1.57600486    
   3.92699075       7.40129203E-02  -1.57628405    
   4.31968975       6.88994527E-02  -1.57674956    
   4.71238899       6.29041195E-02  -1.57739711    
   5.10508823       5.68750352E-02  -1.57818210    
   5.49778700       5.17870858E-02  -1.57899320    
   5.89048672       4.83373776E-02  -1.57963204    
