   0.00000000       7.79110659E-03  -3.10642600    
  0.392699093       1.01700015E-02  -2.41363335    
  0.785398185       2.61052605E-02  -1.84384787    
   1.17809725       5.27234115E-02  -1.68891084    
   1.57079637       8.42348337E-02  -1.63301671    
   1.96349537      0.115442164      -1.60773158    
   2.35619450      0.141595602      -1.59507167    
   2.74889350      0.158911645      -1.58894956    
   3.14159274      0.164963454      -1.58710563    
   3.53429198      0.158911586      -1.58894968    
   3.92699075      0.141595349      -1.59507167    
   4.31968975      0.115441293      -1.60773134    
   4.71238899       8.42347667E-02  -1.63301659    
   5.10508823       5.27234599E-02  -1.68891132    
   5.49778700       2.61052903E-02  -1.84384692    
   5.89048672       1.01698721E-02  -2.41364765    
