   0.00000000       9.62657928E-02   2.21432924    
  0.392699093       8.32846239E-02   2.29277992    
  0.785398185       5.23896031E-02   2.69755745    
   1.17809725       4.92420830E-02  -2.38423371    
   1.57079637       9.75771770E-02  -1.80087698    
   1.96349537      0.150934786      -1.62912166    
   2.35619450      0.193737641      -1.55763257    
   2.74889350      0.220653966      -1.52499235    
   3.14159274      0.229772195      -1.51527643    
   3.53429198      0.220655560      -1.52499211    
   3.92699075      0.193737715      -1.55763245    
   4.31968975      0.150934756      -1.62912154    
   4.71238899       9.75771397E-02  -1.80087698    
   5.10508823       4.92421053E-02  -2.38423324    
   5.49778700       5.23896143E-02   2.69755888    
   5.89048672       8.32860917E-02   2.29277301    
