   0.00000000      0.110143967       2.39255619    
  0.392699093       9.67174992E-02   2.49096274    
  0.785398185       6.81119785E-02   2.92439079    
   1.17809725       6.70924187E-02  -2.43816900    
   1.57079637      0.106190316      -1.89185691    
   1.96349537      0.147738382      -1.68159974    
   2.35619450      0.177620873      -1.58291471    
   2.74889350      0.194304973      -1.53407812    
   3.14159274      0.199530557      -1.51886594    
   3.53429198      0.194305837      -1.53407776    
   3.92699075      0.177620724      -1.58291471    
   4.31968975      0.147738874      -1.68159759    
   4.71238899      0.106190316      -1.89185691    
   5.10508823       6.70923367E-02  -2.43817019    
   5.49778700       6.81119636E-02   2.92439294    
   5.89048672       9.67177302E-02   2.49096322    
