           1
   3.13209200    
           1
           1
           0
           1
           0
  -2.62636375      -1.43432307    
  -2.62427497      -1.43132043    
  -2.62009120      -1.42532659    
  -2.61380267      -1.41636419    
  -2.60539556      -1.40446830    
  -2.59484625      -1.38968253    
  -2.58213520      -1.37206614    
  -2.56722736      -1.35168350    
  -2.55009747      -1.32861722    
  -2.53070378      -1.30295324    
  -2.50901294      -1.27479410    
  -2.48498011      -1.24424851    
  -2.45856905      -1.21143925    
  -2.42973042      -1.17649364    
  -2.39842749      -1.13955414    
  -2.36461473      -1.10076809    
  -2.32825637      -1.06029487    
  -2.28930807      -1.01829731    
  -2.24773669     -0.974950135    
  -2.20351315     -0.930434346    
  -2.15660810     -0.884935379    
  -2.10700583     -0.838648319    
  -2.05468154     -0.791767001    
  -1.99963570     -0.744496465    
  -1.94185865     -0.697038591    
  -1.88136733     -0.649604917    
  -1.81817114     -0.602402568    
  -1.75230062     -0.555643439    
  -1.68378007     -0.509533942    
  -1.61266744     -0.464286894    
  -1.53900957     -0.420105875    
  -1.46286964     -0.377193421    
  -1.38433707     -0.335751086    
  -1.30348206     -0.295968056    
  -1.22041059     -0.258032769    
  -1.13523209     -0.222124383    
  -1.04805887     -0.188412204    
 -0.959021211     -0.157057494    
 -0.868254423     -0.128210291    
 -0.775910735     -0.102010421    
 -0.682131767      -7.85828754E-02
 -0.587091506      -5.80429733E-02
 -0.490950465      -4.04898003E-02
 -0.393883288      -2.60092169E-02
 -0.296070188      -1.46722030E-02
 -0.197699562      -6.53452566E-03
  -9.89415050E-02  -1.63559522E-03
  -0.00000000      -0.00000000    
   9.89415050E-02  -1.63559522E-03
  0.197699562      -6.53452566E-03
  0.296070188      -1.46722030E-02
  0.393883288      -2.60092169E-02
  0.490950465      -4.04898003E-02
  0.587091506      -5.80429733E-02
  0.682131767      -7.85828754E-02
  0.775910735     -0.102010421    
  0.868254423     -0.128210291    
  0.959021211     -0.157057494    
   1.04805887     -0.188412204    
   1.13523209     -0.222124383    
   1.22041059     -0.258032769    
   1.30348206     -0.295968056    
   1.38433707     -0.335751116    
   1.46286964     -0.377193421    
   1.53900957     -0.420105875    
   1.61266744     -0.464286894    
   1.68378007     -0.509533942    
   1.75230062     -0.555643439    
   1.81817114     -0.602402568    
   1.88136721     -0.649605036    
   1.94185865     -0.697038591    
   1.99963570     -0.744496465    
   2.05468154     -0.791767001    
   2.10700583     -0.838648319    
   2.15660810     -0.884935379    
   2.20351315     -0.930434346    
   2.24773669     -0.974950135    
   2.28930807      -1.01829731    
   2.32825637      -1.06029487    
   2.36461473      -1.10076809    
   2.39842749      -1.13955414    
   2.42973042      -1.17649364    
   2.45856905      -1.21143925    
   2.48498011      -1.24424851    
   2.50901294      -1.27479410    
   2.53070378      -1.30295324    
   2.55009747      -1.32861722    
   2.56722736      -1.35168350    
   2.58213520      -1.37206614    
   2.59484625      -1.38968253    
   2.60539556      -1.40446830    
   2.61380267      -1.41636419    
   2.62009120      -1.42532659    
   2.62427497      -1.43132043    
   2.62636375      -1.43432307    
  -2.39813447      -1.30968130    
  -2.39622712      -1.30693960    
  -2.39240718      -1.30146670    
  -2.38666487      -1.29328310    
  -2.37898827      -1.28242087    
  -2.36935568      -1.26892006    
  -2.35774922      -1.25283444    
  -2.34413695      -1.23422313    
  -2.32849550      -1.21316123    
  -2.31078744      -1.18972743    
  -2.29098129      -1.16401541    
  -2.26903725      -1.13612413    
  -2.24492097      -1.10616601    
  -2.21858859      -1.07425714    
  -2.19000578      -1.04052758    
  -2.15913129      -1.00511205    
  -2.12593246     -0.968155921    
  -2.09036851     -0.929807961    
  -2.05240989     -0.890227675    
  -2.01202941     -0.849580228    
  -1.96920025     -0.808035016    
  -1.92390847     -0.765770257    
  -1.87613106     -0.722962976    
  -1.82586873     -0.679800212    
  -1.77311242     -0.636466444    
  -1.71787775     -0.593154669    
  -1.66017330     -0.550054193    
  -1.60002685     -0.507358372    
  -1.53746057     -0.465255797    
  -1.47252774     -0.423940688    
  -1.40527058     -0.383598924    
  -1.33574724     -0.344415545    
  -1.26403916     -0.306574553    
  -1.19021046     -0.270248622    
  -1.11435771     -0.235609889    
  -1.03658104     -0.202821910    
 -0.956983328     -0.172039315    
 -0.875682950     -0.143409297    
 -0.792803645     -0.117068909    
 -0.708484650      -9.31457803E-02
 -0.622854948      -7.17540681E-02
 -0.536073685      -5.29990792E-02
 -0.448287189      -3.69712636E-02
 -0.359655112      -2.37490330E-02
 -0.270341903      -1.33971991E-02
 -0.180519611      -5.96667966E-03
  -9.03435498E-02  -1.49346306E-03
  -0.00000000      -0.00000000    
   9.03435498E-02  -1.49346306E-03
  0.180519611      -5.96667966E-03
  0.270341903      -1.33971991E-02
  0.359655112      -2.37490330E-02
  0.448287189      -3.69712636E-02
  0.536073685      -5.29990792E-02
  0.622854948      -7.17540681E-02
  0.708484650      -9.31457803E-02
  0.792803645     -0.117068909    
  0.875682950     -0.143409297    
  0.956983328     -0.172039315    
   1.03658104     -0.202821940    
   1.11435771     -0.235609889    
   1.19021046     -0.270248622    
   1.26403916     -0.306574553    
   1.33574724     -0.344415545    
   1.40527058     -0.383598924    
   1.47252774     -0.423940688    
   1.53746057     -0.465255797    
   1.60002685     -0.507358372    
   1.66017330     -0.550054193    
   1.71787751     -0.593154788    
   1.77311242     -0.636466444    
   1.82586873     -0.679800212    
   1.87613106     -0.722962976    
   1.92390847     -0.765770257    
   1.96920025     -0.808035016    
   2.01202941     -0.849580228    
   2.05240989     -0.890227675    
   2.09036851     -0.929807961    
