
      1    611    504      1
    1 -0.5000000E+01 -0.9583334E+01 -0.4583333E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944443E+00
    1 -0.5000000E+01 -0.9583334E+01 -0.3750000E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944439E+00
    1 -0.5000000E+01 -0.9583334E+01 -0.2916667E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944443E+00
    1 -0.5000000E+01 -0.9583334E+01 -0.2083333E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944441E+00
    1 -0.5000000E+01 -0.9583334E+01 -0.1250000E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944441E+00
    1 -0.5000000E+01 -0.9583334E+01 -0.4166667E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944443E+00
    1 -0.5000000E+01 -0.8750000E+01 -0.4583333E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944451E+00
    1 -0.5000000E+01 -0.8750000E+01 -0.3750000E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944447E+00
    1 -0.5000000E+01 -0.8750000E+01 -0.2916667E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944451E+00
    1 -0.5000000E+01 -0.8750000E+01 -0.2083333E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944449E+00
    1 -0.5000000E+01 -0.8750000E+01 -0.1250000E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944449E+00
    1 -0.5000000E+01 -0.8750000E+01 -0.4166667E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944451E+00
    1 -0.5000000E+01 -0.7916667E+01 -0.4583333E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944443E+00
    1 -0.5000000E+01 -0.7916666E+01 -0.3750000E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944439E+00
    1 -0.5000000E+01 -0.7916667E+01 -0.2916667E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944443E+00
    1 -0.5000000E+01 -0.7916666E+01 -0.2083333E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944441E+00
    1 -0.5000000E+01 -0.7916666E+01 -0.1250000E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944441E+00
    1 -0.5000000E+01 -0.7916667E+01 -0.4166667E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944443E+00
    1 -0.5000000E+01 -0.7083333E+01 -0.4583333E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944443E+00
    1 -0.5000000E+01 -0.7083334E+01 -0.3750000E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944439E+00
    1 -0.5000000E+01 -0.7083333E+01 -0.2916667E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944443E+00
    1 -0.5000000E+01 -0.7083333E+01 -0.2083333E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944441E+00
    1 -0.5000000E+01 -0.7083333E+01 -0.1250000E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944441E+00
    1 -0.5000000E+01 -0.7083333E+01 -0.4166667E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944443E+00
    1 -0.5000000E+01 -0.6250000E+01 -0.4583333E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944447E+00
    1 -0.5000000E+01 -0.6250000E+01 -0.3750000E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944443E+00
    1 -0.5000000E+01 -0.6250000E+01 -0.2916667E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944447E+00
    1 -0.5000000E+01 -0.6250000E+01 -0.2083333E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944445E+00
    1 -0.5000000E+01 -0.6250000E+01 -0.1250000E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6944445E+00
