   0.00000000      0.129774228       1.53845334    
  0.392699093      0.127732217       1.65843844    
  0.785398185      0.125114083       1.76730525    
   1.17809725      0.121886738       1.84908640    
   1.57079637      0.117790185       1.88747239    
   1.96349537      0.112611979       1.87126708    
   2.35619450      0.106835201       1.79847383    
   2.74889350      0.102418683       1.67716777    
   3.14159274      0.101832770       1.52915180    
   3.53429198      0.106029667       1.38685858    
   3.92699075      0.113466941       1.27809048    
   4.31968975      0.121186100       1.21641707    
   4.71238899      0.127019048       1.20504296    
   5.10508823      0.130327210       1.24112713    
   5.49778700      0.131506830       1.31716597    
   5.89048672      0.131133765       1.42050648    
