
   573.422485      -1.57017839       1.82726435E-05 -0.203608006       213.733841       3.13396406       6.30010572E-06  -3.09694099       36.2100906      -1.57015419       7.86827794E-15   2.67794514       122.440613      -1.42038643       8.91436684E-06 -0.166473448       60.1739845      -2.98029733       1.12445305E-04  -3.63079719E-02   98.0210648     -0.137332842       5.51634694E-05  0.207771808       122.434761      -1.72067821       7.07398658E-06 -0.705676496       60.1745682       2.98077488       2.68400872E-05   2.76169252       98.0201874      -3.00379467       3.67922767E-05  -2.25536041E-02
   528.916809      -1.57019842       316.738159      -1.56559253       221.945297      -3.12792802       21.0672359       1.57604110       33.3903122      -1.57017493       2.91628879E-07   1.74029231       112.890579      -1.43400288       364.224121      -1.44311917       58.5003090      -2.99295592       46.8103142       1.68379235       94.8697968     -0.135441944       572.745667      -1.46237862       112.875183      -1.70709145       363.468506      -1.68099582       58.5126877       2.99207759       46.6565170       1.49231601       94.8519135      -3.00701833       571.756226       1.47981322    
   403.233093      -1.57024693       585.299561      -1.56559241       242.222137      -3.08236122       38.9307251       1.57604170       25.4385681      -1.57022488       5.35606887E-07   1.70215070       85.9851379      -1.47421408       670.967041      -1.47105646       54.4695091      -3.02919102       86.2586288       1.66126931       87.1507950     -0.122117527       1054.92505      -1.48583424       85.9465790      -1.66694903       669.898560      -1.65295625       54.5012817       3.02466011       86.0418777       1.51499057       87.0990448      -3.02399302       1053.52197       1.50335836    
   798.637390      -1.56908822       1.69053092E-05  0.445247442       290.676361       3.13224840       1.82954147E-06  -2.74804354       52.0862579      -1.56902266       7.50286538E-14   1.62629485       169.487503      -1.35823250       7.76245361E-06   1.45116353       82.6636810      -2.91671920       1.17475458E-04 -0.316260129       134.724472      -7.69399852E-02   1.19257384E-04   2.21697617       169.447647      -1.78191912       2.18525438E-05 -0.492548019       82.6755905       2.91758800       1.09036213E-04   9.09021050E-02   134.717422      -3.06384301       7.72795902E-05 -0.466779143    
   735.335815      -1.56919038       451.210052      -1.55720282       305.166168      -3.11316776       30.9140244       1.58450174       47.9323196      -1.56912816       4.21098378E-07   1.80808961       155.958633      -1.37732065       529.330566      -1.38614810       79.2886505      -2.93497586       67.9060745       1.74088526       128.757080      -8.36479291E-02   832.642090      -1.41191065       155.874161      -1.76297987       525.534729      -1.71098197       79.3563004       2.93237996       67.1667328       1.48830199       128.715530      -3.06062317       827.642395       1.45632422    
   558.165771      -1.56944025       833.865906      -1.55720198       341.992126      -3.03495121       57.1329651       1.58450043       36.3362045      -1.56938601       7.69538474E-07   1.75659668       118.237564      -1.43376577       972.233276      -1.42425656       71.1822739      -2.98750591       124.775139       1.71119761       114.186234      -9.30894539E-02   1528.89746      -1.44406974       118.038223      -1.70688725       966.865173      -1.67239022       71.3416443       2.97501874       123.731949       1.51867449       114.051483      -3.06119537       1521.83582       1.48891330    
   1060.29773      -1.56673336       3.07720293E-05 -0.520067632       375.619598       3.13276005       9.82403321E-07  -2.52482319       71.7316818      -1.56658375       1.48330011E-13   1.13612616       223.136978      -1.28555536       4.76231107E-05  0.882957935       107.885445      -2.84218431       5.68709875E-05   2.97742152       175.925217      -6.13201596E-03   2.88777024E-04  -7.39757949E-03   222.946396      -1.85270143       8.31823127E-05 -0.582433462       107.961044       2.84348774       1.16936157E-04   2.93117714       175.921432      -3.13443065       7.60286130E-05 -0.120919220    
   973.164734      -1.56713712       615.146179      -1.54048812       397.511566      -3.09119916       43.5966873       1.60135984       65.7765121      -1.56699872       5.86917508E-07   1.88850415       204.676254      -1.31124377       740.247375      -1.31231666       101.707947      -2.86770415       95.2977829       1.82182658       165.461487      -2.38745101E-02   1164.62903      -1.34484494       204.329865      -1.82758749       725.568481      -1.73345315       101.983246       2.86156297       92.5800171       1.50752676       165.435028      -3.12437916       1145.19678       1.44073689    
   732.953613      -1.56813478       1137.03638      -1.54048216       456.047913      -2.97142172       80.5883102       1.60136545       49.4278831      -1.56802797       1.06415155E-06   1.82327175       154.038269      -1.38756490       1352.98633      -1.36146915       86.9434052      -2.94204068       174.253510       1.78513706       140.065018      -6.43570870E-02   2127.80713      -1.38657570       153.268738      -1.75265110       1332.23108      -1.68254590       87.5484390       2.91291809       170.432861       1.54660618       139.854019      -3.10756445       2100.40015       1.48404288    
   1358.96570      -1.56220400       7.97255198E-05  -2.99992728       466.894440       3.13722301       1.25948163E-05 -0.175954193       95.7769623      -1.56190336       1.74418544E-13  -1.60203612       282.902649      -1.20220184       1.62239245E-04   2.85894465       135.359100      -2.75647259       6.68918947E-05   2.86459208       220.859726       7.50986263E-02   3.06625065E-04 -0.360467136       282.185303      -1.93268168       6.68258799E-05   3.10906076       135.684143       2.75816131       2.60181841E-04 -0.126070336       220.970123       3.06718016       1.62559940E-04  0.382891476    
   1240.69470      -1.56351364       810.530457      -1.51115084       495.671265      -3.06191683       59.6476364       1.63096499       87.3133850      -1.56324744       8.00038833E-07   1.98265254       258.261017      -1.23575437       1006.88513      -1.21679342       124.867577      -2.79142857       130.739548       1.93490529       203.638092       4.32834104E-02   1583.58350      -1.25606179       257.134552      -1.90090919       960.614990      -1.74374437       125.756721       2.77921629       122.628098       1.55928433       203.877045       3.08421803       1521.99207       1.43766260    
   922.164246      -1.56681204       1498.70349      -1.51112521       579.195374      -2.89353490       110.299980       1.63098538       64.6578979      -1.56665218       1.43423733E-06   1.90437698       192.275253      -1.33623958       1826.20032      -1.27745318       99.9925461      -2.89582181       237.211075       1.89192462       162.282562      -4.04023752E-02   2870.91333      -1.30792022       189.909134      -1.80487883       1760.82898      -1.67787063       101.821701       2.83617926       225.877182       1.60906208       162.232880       3.11809993       2784.24048       1.49424398    
   1695.19421      -1.55431247       1.03551509E-04  -2.95426273       562.336060      -3.13600230       4.75329871E-05  0.133814499       124.932228      -1.55377066       3.29137325E-13  -1.53377616       348.215668      -1.10809374       1.19602173E-05  0.170962751       164.550430      -2.65952516       1.67997758E-04   2.36204147       268.679901      0.166705176       3.13293101E-04  -2.84624434       346.009369      -2.02165103       2.78284540E-04   2.09882617       165.629898       2.66173148       5.46275878E-05  0.726304948       269.364594       2.97412801       2.46498850E-04 -0.424333066    
   1534.80261      -1.55793655       1035.09839      -1.46510327       595.389771      -3.02623177       79.3620834       1.67745805       112.864212      -1.55748463       1.07351968E-06   2.09192967       315.714355      -1.15098238       1337.57690      -1.09461462       147.782623      -2.70671844       175.728546       2.08751392       241.823074      0.117049925       2101.00024      -1.14047027       312.694305      -1.98339653       1214.36670      -1.74073660       150.148758       2.68583345       155.232788       1.64912403       243.105392       2.99853182       1935.94678       1.44852257    
