   0.00000000      0.110847920       1.57431531    
  0.392699093      0.110832892       1.62384498    
  0.785398185      0.110844351       1.66637099    
   1.17809725      0.110818699       1.69623721    
   1.57079637      0.110648170       1.70819497    
   1.96349537      0.110259578       1.69988143    
   2.35619450      0.109733105       1.67164207    
   2.74889350      0.109276779       1.62738073    
   3.14159274      0.109123290       1.57437479    
   3.53429198      0.109441578       1.52142572    
   3.92699075      0.110050306       1.47732151    
   4.31968975      0.110674135       1.44920707    
   4.71238899      0.111104794       1.44097245    
   5.10508823      0.111237422       1.45281279    
   5.49778700      0.111164436       1.48251855    
   5.89048672      0.111008443       1.52489877    
