   0.00000000      0.132192150       1.50529885    
  0.392699093      0.128183946       1.65630269    
  0.785398185      0.123105399       1.79756916    
   1.17809725      0.117252983       1.90748680    
   1.57079637      0.110458754       1.96211541    
   1.96349537      0.102173284       1.94243455    
   2.35619450       9.29419324E-02   1.84411371    
   2.74889350       8.58844593E-02   1.67447555    
   3.14159274       8.54422897E-02   1.46808898    
   3.53429198       9.31924731E-02   1.28222275    
   3.92699075      0.106138922       1.15415275    
   4.31968975      0.119091645       1.08889413    
   4.71238899      0.128568158       1.08250916    
   5.10508823      0.133764908       1.13242924    
   5.49778700      0.135541990       1.22919488    
   5.89048672      0.134788230       1.35871577    
