   0.00000000      0.126015708       1.56003928    
  0.392699093      0.125177011       1.65224218    
  0.785398185      0.124029942       1.73404396    
   1.17809725      0.122513600       1.79370296    
   1.57079637      0.120399386       1.82000577    
   1.96349537      0.117528945       1.80660343    
   2.35619450      0.114333898       1.75260675    
   2.74889350      0.111841977       1.66488981    
   3.14159274      0.111347340       1.55849767    
   3.53429198      0.113378070       1.45370686    
   3.92699075      0.117200732       1.36925352    
   4.31968975      0.121262044       1.31837428    
   4.71238899      0.124435179       1.30625558    
   5.10508823      0.126222551       1.33172202    
   5.49778700      0.126851678       1.38902473    
   5.89048672      0.126661733       1.46872330    
