   0.00000000       7.01529384E-02   1.59561706    
  0.392699093       6.74488246E-02   1.65135443    
  0.785398185       5.40916398E-02   1.80526006    
   1.17809725       2.27790438E-02   2.38511896    
   1.57079637       4.68203276E-02  -1.94204116    
   1.96349537      0.111024708      -1.74114037    
   2.35619450      0.162832454      -1.71644521    
   2.74889350      0.190072149      -1.71816683    
   3.14159274      0.197256401      -1.72011995    
   3.53429198      0.190069497      -1.71817017    
   3.92699075      0.162836432      -1.71644211    
   4.31968975      0.111027189      -1.74113524    
   4.71238899       4.68233600E-02  -1.94201434    
   5.10508823       2.27791872E-02   2.38511109    
   5.49778700       5.40906377E-02   1.80526519    
   5.89048672       6.74407780E-02   1.65135860    
