   0.00000000       2.66794618E-02   1.57026339    
  0.392699093       2.51636542E-02   1.57010281    
  0.785398185       2.06055827E-02   1.56949365    
   1.17809725       1.35106482E-02   1.56777036    
   1.57079637       4.37455671E-03   1.55757320    
   1.96349537       5.52389584E-03  -1.55723703    
   2.35619450       1.45536466E-02  -1.56464553    
   2.74889350       2.08620392E-02  -1.56602883    
   3.14159274       2.31417827E-02  -1.56635284    
   3.53429198       2.08494887E-02  -1.56602716    
   3.92699075       1.45542724E-02  -1.56464601    
   4.31968975       5.55283669E-03  -1.55731380    
   4.71238899       4.33653593E-03   1.55746365    
   5.10508823       1.35058360E-02   1.56777263    
   5.49778700       2.05975417E-02   1.56949389    
   5.89048672       2.51324214E-02   1.57009649    
