   0.00000000       6.85133487E-02   1.62547767    
  0.392699093       6.40392080E-02   1.63253331    
  0.785398185       4.91860546E-02   1.65839243    
   1.17809725       2.19260864E-02   1.77157581    
   1.57079637       1.78865511E-02  -1.80557120    
   1.96349537       6.16947301E-02  -1.63645577    
   2.35619450      0.101785287      -1.61244142    
   2.74889350      0.129025877      -1.60598385    
   3.14159274      0.138490289      -1.60455787    
   3.53429198      0.129033893      -1.60598838    
   3.92699075      0.101786755      -1.61244285    
   4.31968975       6.16976768E-02  -1.63645101    
   4.71238899       1.78978648E-02  -1.80541837    
   5.10508823       2.19167024E-02   1.77167308    
   5.49778700       4.91753817E-02   1.65841067    
   5.89048672       6.40398785E-02   1.63252819    
